Emittance Loss,Spread Loss,Energy Loss,No. Data Points
569.408447265625,0.002322691259905696,0.18113945424556732,100
34.02216339111328,0.00017284057685174048,0.03791157901287079,200
50.683433532714844,0.0001248397893505171,0.029480161145329475,300
24.809682846069336,7.469660340575501e-05,0.016652492806315422,400
10.963496208190918,5.188829527469352e-05,0.008859490975737572,500
17.521827697753906,6.987494271015748e-05,0.011419301852583885,600
11.769340515136719,2.3338201572187245e-05,0.01117685902863741,800
8.726768493652344,2.5544992240611464e-05,0.009318322874605656,1000
7.694990634918213,1.8083346731145866e-05,0.011967679485678673,1400
7.418490886688232,2.6477579012862407e-05,0.007401089183986187,1800
7.713900089263916,2.1043335436843336e-05,0.010005667805671692,2000
6.565208435058594,1.5902731320238672e-05,0.007554678712040186,2400
294.2982177734375,0.0014915162464603782,0.11252480000257492,100
89.58138275146484,5.630895248032175e-05,0.016411112621426582,200
28.66237449645996,0.00010801170719787478,0.016699323430657387,300
22.501220703125,0.00011124580487376079,0.03005399741232395,400
18.00831413269043,7.159946108004078e-05,0.02841711975634098,500
30.179672241210938,3.150273551000282e-05,0.01416116114705801,600
31.834243774414062,5.151255754753947e-05,0.020361484959721565,800
9.919245719909668,6.123833009041846e-05,0.012710590846836567,1000
11.04454517364502,3.184983506798744e-05,0.009858622215688229,1400
9.844481468200684,2.3326962036662735e-05,0.011470389552414417,1800
8.91733169555664,3.27151246892754e-05,0.0094756456092,2000
11.194618225097656,2.8603481041500345e-05,0.01209437008947134,2400
475.4400329589844,0.0008236601133830845,0.12730994820594788,100
95.04953002929688,0.00023820700880605727,0.020288262516260147,200
31.858837127685547,0.00010009497054852545,0.025177601724863052,300
42.190799713134766,9.092300024349242e-05,0.02175557240843773,400
30.392202377319336,8.680937753524631e-05,0.02034909278154373,500
16.591506958007812,3.419979111640714e-05,0.012934943661093712,600
12.151618957519531,4.577469007926993e-05,0.020511755719780922,800
13.860963821411133,3.138945248792879e-05,0.014927845448255539,1000
10.988274574279785,6.778289389330894e-05,0.014359716325998306,1400
13.168829917907715,1.701121982478071e-05,0.013787541538476944,1800
6.57383918762207,1.8065520634991117e-05,0.008364983834326267,2000
6.572815895080566,2.3660642909817398e-05,0.009044627659022808,2400
276.73431396484375,0.00046842661686241627,0.12160580605268478,100
56.36653518676758,0.0003074757696595043,0.04660968482494354,200
80.65869903564453,0.00019152190361637622,0.04298773407936096,300
28.705549240112305,7.516348705394194e-05,0.01782272756099701,400
66.44029998779297,5.014055932406336e-05,0.05089820176362991,500
10.737363815307617,3.650980215752497e-05,0.019314035773277283,600
9.329591751098633,3.058779475395568e-05,0.015641864389181137,800
10.936613082885742,4.1235991375287995e-05,0.011632072739303112,1000
5.516695976257324,3.775814548134804e-05,0.011471635662019253,1400
8.852728843688965,2.2514092052006163e-05,0.008043020963668823,1800
6.060283184051514,3.153934812871739e-05,0.011117805726826191,2000
9.854743003845215,3.1430990929948166e-05,0.010763994418084621,2400
911.037109375,0.0028099266346544027,0.32164573669433594,100
50.15690994262695,0.0001516461925348267,0.020046211779117584,200
35.72948455810547,0.00012683116074185818,0.019436202943325043,300
37.3010139465332,0.00011021602404071018,0.02058355323970318,400
36.09337615966797,5.824948675581254e-05,0.019645389169454575,500
12.152602195739746,6.370292248902842e-05,0.01576453261077404,600
24.724821090698242,3.229702633689158e-05,0.01669575273990631,800
9.796277046203613,2.8470594770624302e-05,0.012065397575497627,1000
7.4312310218811035,2.3494761990150437e-05,0.011930448934435844,1400
7.496541976928711,3.160863707307726e-05,0.009198327548801899,1800
7.766074180603027,2.448328086757101e-05,0.009353706613183022,2000
6.100525379180908,3.0239785701269284e-05,0.008615022525191307,2400
214.1021270751953,0.0007784806075505912,0.11915619671344757,100
66.30055236816406,0.00022074613661970943,0.03561941161751747,200
46.106224060058594,0.00031809843494556844,0.04049905389547348,300
27.4041805267334,7.96541353338398e-05,0.02113315463066101,400
15.307256698608398,3.314214336569421e-05,0.02865028940141201,500
28.456539154052734,3.663610550574958e-05,0.014578037895262241,600
20.619064331054688,3.402497532078996e-05,0.021498151123523712,800
14.757373809814453,3.337479938636534e-05,0.012064392678439617,1000
11.021410942077637,1.7966513041756116e-05,0.010043705813586712,1400
6.84832763671875,1.9375927877263166e-05,0.009489808231592178,1800
4.970490455627441,2.6477746359887533e-05,0.008811432868242264,2000
5.005784511566162,2.0069792299182154e-05,0.010215100832283497,2400
695.8546142578125,0.0021722374949604273,0.23550072312355042,100
53.61506271362305,0.00010768572246888652,0.03077792562544346,200
28.544662475585938,0.00015148943930398673,0.03050674870610237,300
27.21522331237793,0.0001298108254559338,0.023496542125940323,400
17.10014533996582,8.268938836408779e-05,0.024220453575253487,500
16.31322479248047,3.7675403291359544e-05,0.012826764024794102,600
16.748075485229492,3.080840906477533e-05,0.010830651037395,800
8.086783409118652,3.389197081560269e-05,0.015096431598067284,1000
7.7717390060424805,2.1516123524634168e-05,0.00994572602212429,1400
4.970377445220947,2.4153567210305482e-05,0.01036782655864954,1800
8.620596885681152,2.8486749215517193e-05,0.0096480343490839,2000
6.44795560836792,2.288711584697012e-05,0.010056828148663044,2400
264.7028503417969,0.0005993172526359558,0.10405109077692032,100
63.89824295043945,0.00018889211060013622,0.029341140761971474,200
51.338993072509766,0.00017769641999620944,0.04045949503779411,300
33.20591354370117,0.00011025906132999808,0.02028089389204979,400
35.66884994506836,3.2486754207639024e-05,0.025832442566752434,500
11.692383766174316,4.460796117200516e-05,0.016194798052310944,600
13.345465660095215,2.843609581759665e-05,0.014252769760787487,800
15.33442211151123,3.27593443216756e-05,0.02130960114300251,1000
8.245266914367676,2.6333811547374353e-05,0.010796450078487396,1400
9.202495574951172,2.7993075491394848e-05,0.00912996381521225,1800
9.389019012451172,2.5668685339041986e-05,0.013592636212706566,2000
6.626551628112793,3.610102794482373e-05,0.007542142644524574,2400
508.8564147949219,0.002787669189274311,0.21553175151348114,100
46.96247100830078,4.232434366713278e-05,0.051636792719364166,200
21.682357788085938,0.00015826783783268183,0.020816557109355927,300
21.524112701416016,9.311469329986721e-05,0.01947353035211563,400
10.173248291015625,3.4522854548413306e-05,0.016734521836042404,500
8.644258499145508,7.368924707407132e-05,0.016574276611208916,600
20.10564422607422,3.023817225766834e-05,0.013976109214127064,800
7.5965399742126465,2.7981337552773766e-05,0.015422883443534374,1000
8.749755859375,2.586666596471332e-05,0.011715877801179886,1400
9.60379695892334,2.2192874894244596e-05,0.011841503903269768,1800
10.575519561767578,1.6717955077183433e-05,0.013170711696147919,2000
9.73742961883545,2.559926542744506e-05,0.009338452480733395,2400
